writeup_id,topic_id,url,title,description,authors,content_state,create_time,publish_time,update_time,application_links,youtube_links,application_links_json,youtube_links_json,markdown_path,json_path,category,confidence,keywords_cn
53389,651937,/competitions/gemini-3/writeups/new-writeup-1764961000586,Symptom Chronicler - Personal Health Journal,"Symptom Chronicler is a digital health journal to track and analyze symptoms, helping you share accurate health data with your doctor.",Salih Veseli,PUBLISHED,2025-12-05T18:56:41.509907500Z,2025-12-12T23:53:05.583Z,2025-12-12T23:53:05.582604600Z,https://symptom-chronicler-v-2-0-504547146476.us-west1.run.app/,https://www.youtube.com/watch?v=ySMw97GAzIU,"[{""id"": 94589, ""title"": ""Symptom Chronicler"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://symptom-chronicler-v-2-0-504547146476.us-west1.run.app/"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 94590, ""title"": ""Symptom Chronicler"", ""location"": ""CAROUSEL"", ""url"": ""https://www.youtube.com/watch?v=ySMw97GAzIU"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53389.md,writeups/53389.json,Healthcare & Medical,high,"健康日志,症状追踪,医疗数据,健康管理"
53393,651941,/competitions/gemini-3/writeups/new-writeup-1764961114924,GAT LITE DEMO BY Google AI STODIO AND GEMINI,A web-based Grand Theft Auto demo has been implemented using Gemini.,YDDDDDD999,PUBLISHED,2025-12-05T18:58:34.974989100Z,2025-12-10T13:44:56.617Z,2025-12-12T23:16:07.840339900Z,https://ai.studio/apps/drive/1MZLG0Og9fSg-KSEhFOjaxYInvDIkMcvI?fullscreenApplet=true,https://youtu.be/A5nbEn7KRXI,"[{""id"": 84394, ""title"": ""AiStudio App Link"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1MZLG0Og9fSg-KSEhFOjaxYInvDIkMcvI?fullscreenApplet=true"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 84330, ""title"": ""YouTube link of the demo"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://youtu.be/A5nbEn7KRXI"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53393.md,writeups/53393.json,Gaming & Entertainment,high,"游戏演示,人工智能,网页应用,Gemini"
53395,651943,/competitions/gemini-3/writeups/pdfboard,PDFBoard - A Node Based PDF Editor for Reusable Advanced PDF Workflows,"PDFBoard is a like n8n but for PDFs, its a node based PDF manipulation tool, which allows advanced combinational workflows with nodes.",Arnav Kumar,PUBLISHED,2025-12-05T19:00:12.737134700Z,2025-12-11T12:04:57.077Z,2025-12-11T12:04:57.075640200Z,https://ai.studio/apps/drive/1z5lP0ogNoR6vv5o1nQXVYgPfy3v8HIiq?fullscreenApplet=true;https://pdfboard.app,https://youtu.be/Mi2QJ-lNI5Q,"[{""id"": 79048, ""title"": ""Google AI Studio"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1z5lP0ogNoR6vv5o1nQXVYgPfy3v8HIiq?fullscreenApplet=true"", ""description"": ""View in Google AI Studio"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 79047, ""title"": ""PDFBoard.app"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://pdfboard.app"", ""description"": ""Live Hosted Website"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 79166, ""title"": ""PDFBoard.app Presentation Video"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/Mi2QJ-lNI5Q"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53395.md,writeups/53395.json,Document Processing & Management,high,"PDF编辑,节点工具,工作流程,文档处理"
53401,651949,/competitions/gemini-3/writeups/new-writeup-1764961316069,MentorAI: The Elite Multimodal Study Assistant,Transforms static content into interactive mastery paths using Gemini 3 Pro reasoning & multimodal RAG.,Muhammad Nameer Shah,PUBLISHED,2025-12-05T19:01:56.944630Z,2025-12-12T19:56:25.113Z,2025-12-12T19:56:25.113580800Z,https://github.com/nameershah/MentorAI;https://ai.studio/apps/drive/1jX61pzQUuGnbiUBhk9DMI8kKxag1GrDz?fullscreenApplet=true,https://www.youtube.com/watch?v=8zuhFf6jrGg,"[{""id"": 84101, ""title"": ""Source Code (GitHub)"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/nameershah/MentorAI"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 84100, ""title"": ""Live Demo (AI Studio)"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1jX61pzQUuGnbiUBhk9DMI8kKxag1GrDz?fullscreenApplet=true"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 90215, ""title"": ""MentorAI - Gemini 3 Pro Hackathon Submission"", ""location"": ""CAROUSEL"", ""url"": ""https://www.youtube.com/watch?v=8zuhFf6jrGg"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53401.md,writeups/53401.json,Education & Learning,high,"学习助手,多模态,个性化教育,人工智能"
53406,651954,/competitions/gemini-3/writeups/new-writeup-1764961450335,The Medical AI Hub,Revolutionise learning in medical school with an personalized AI App.,DroggerHD,PUBLISHED,2025-12-05T19:04:10.519275100Z,2025-12-12T23:45:44.253Z,2025-12-12T23:45:44.253559600Z,https://ai.studio/apps/drive/17Ld1zY29e2jHKdolk2jXHBmXi899m1Eh?fullscreenApplet=true,https://youtu.be/aZOW5VQDXVY,"[{""id"": 94335, ""title"": ""Medical AI Hub"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/17Ld1zY29e2jHKdolk2jXHBmXi899m1Eh?fullscreenApplet=true"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 94336, ""title"": ""Medical AI Hub Demo,"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/aZOW5VQDXVY"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53406.md,writeups/53406.json,Education & Learning,high,"医学教育,个性化学习,人工智能,医学院"
53415,651964,/competitions/gemini-3/writeups/project-minus,Project Minus,Less Noise. More Meaning.,Sérgio Luciano,PUBLISHED,2025-12-05T19:12:22.756653500Z,2025-12-11T12:58:45.993Z,2025-12-11T12:58:46.000448600Z,"https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%2219f1bhqvscGDl6mf-Igwy7MFjRLuKJp43%22%5D,%22action%22:%22open%22,%22userId%22:%22111244239050972903403%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing",https://youtu.be/khmocjJrI5M,"[{""id"": 79263, ""title"": ""Application"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://aistudio.google.com/app/prompts?state=%7B%22ids%22:%5B%2219f1bhqvscGDl6mf-Igwy7MFjRLuKJp43%22%5D,%22action%22:%22open%22,%22userId%22:%22111244239050972903403%22,%22resourceKeys%22:%7B%7D%7D&usp=sharing"", ""description"": ""Link to the project in AI studio"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 79264, ""title"": ""minus is more"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/khmocjJrI5M"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53415.md,writeups/53415.json,Productivity & Task Management,low,"信息过滤,降噪,内容精简"
53419,651969,/competitions/gemini-3/writeups/clara-ai,CLARA: AI's Life-Saving Intervention,CLARA is a multimodal AI safety net that safeguards clinical logic to detect diagnostic shadowing before it harms patient care.,Inna Campo,PUBLISHED,2025-12-05T19:16:33.912789700Z,2025-12-10T18:58:52.163Z,2025-12-10T22:59:37.808983200Z,https://ai.studio/apps/drive/1d04qEW2DRK0wyxJHNnNF0JI8wtrtMiR0?fullscreenApplet=true,https://youtu.be/9_MX2lxChic,"[{""id"": 75102, ""title"": ""Public AI Studio App Link"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1d04qEW2DRK0wyxJHNnNF0JI8wtrtMiR0?fullscreenApplet=true"", ""description"": ""CLARA - Clinical Logic Assessment & Reasoning Auditor"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 78111, ""title"": ""CLARA YouTube"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://youtu.be/9_MX2lxChic"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53419.md,writeups/53419.json,Healthcare & Medical,high,"医疗安全,临床诊断,多模态AI,患者护理"
53434,651986,/competitions/gemini-3/writeups/kitabu-ai,KITABU AI ,An AI Tutor Specific to Kenyan Students,Samora Kibagendi,PUBLISHED,2025-12-05T19:28:37.165090Z,2025-12-12T20:09:21.023Z,2025-12-12T20:09:21.024410800Z,https://ai.studio/apps/drive/16Wxqs5M5AwlOBk0yUhlWGAjjM-bwtkEB,https://youtu.be/8qvk70xTrUI?si=_fG9SUgGnVbH7P0V,"[{""id"": 90512, ""title"": ""Link to my app"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/16Wxqs5M5AwlOBk0yUhlWGAjjM-bwtkEB"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 90475, ""title"": ""KITABU AI"", ""sortKey"": 1, ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/8qvk70xTrUI?si=_fG9SUgGnVbH7P0V"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53434.md,writeups/53434.json,Education & Learning,high,"AI导师,肯尼亚教育,个性化辅导,学生学习"
53438,651990,/competitions/gemini-3/writeups/chessodyssey-the-neurosymbolic-grandmaster-engine,ChessOdyssey: The Neuro-Symbolic Grandmaster Engine,ChessOdyssey is a neuro-symbolic engine combining Gemini 3 Pro’s reasoning with game theory to democratize Grandmaster wisdom,Abir Eltaief,PUBLISHED,2025-12-05T19:30:07.667895100Z,2025-12-05T19:34:55.990Z,2025-12-12T08:16:27.545509800Z,https://ai.studio/apps/drive/1XVNRfenNe2huI-4Hdq6pxL6-9Yc6oDED?fullscreenApplet=true,https://youtu.be/gEYGrUhF0Lw,"[{""id"": 82696, ""title"": ""Public App Link"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1XVNRfenNe2huI-4Hdq6pxL6-9Yc6oDED?fullscreenApplet=true"", ""description"": ""Try the app! Jump into ChessOdyssey"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 82697, ""title"": ""ChessOdyssey: ??Neuro-Symbolic Cognitive Engine | Google DeepMind Vibe Code with Gemini-3-Pro Contest"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/gEYGrUhF0Lw"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53438.md,writeups/53438.json,Gaming & Entertainment,high,"国际象棋,神经符号,博弈论,人工智能"
53439,651992,/competitions/gemini-3/writeups/new-writeup-1764963120384,HealthHub AI: Multimodal Personal Health Assistant Powered by Gemini 3 Pro,"An AI-powered health hub that analyzes your medical documents, medications, and profile to generate personalized insights and safer decision",juancarlosmc71,PUBLISHED,2025-12-05T19:32:00.534170200Z,2025-12-08T03:02:34.587Z,2025-12-08T03:02:34.587584800Z,https://ai.studio/apps/drive/1ZLozZ_dHYXdrQl82vzdSh2wpsKJKuCv-?fullscreenApplet=true,https://youtu.be/xe2CpY4YJrQ,"[{""id"": 74350, ""title"": ""AI STUDIO LINK"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1ZLozZ_dHYXdrQl82vzdSh2wpsKJKuCv-?fullscreenApplet=true"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 74373, ""title"": ""VIDEO DEMO HEALTH HUB AI"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://youtu.be/xe2CpY4YJrQ"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53439.md,writeups/53439.json,Healthcare & Medical,high,"健康助手,医疗文档分析,个性化健康,用药安全"
53443,651996,/competitions/gemini-3/writeups/new-writeup-1764963320149,ArborZen AI – Multimodal Tree Intelligence System,ArborZen AI is a multimodal environmental interpretation system that analyzes a tree or plant using only user-uploaded images and real-time ,Krishna Yadu,PUBLISHED,2025-12-05T19:35:20.062322100Z,2025-12-06T21:51:25.410Z,2025-12-10T07:35:02.894030700Z,https://github.com/2KRISHNAYADAV/arborzen.ai;https://ai.studio/apps/drive/1dPuTb6qhpDzPBswxt0ZJ2gW6DoX7FuXY,https://youtu.be/QRIa2HzJUvc?si=0oivjtWkElzhgrvI,"[{""id"": 76938, ""title"": ""GitHub"", ""sortKey"": 1, ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://github.com/2KRISHNAYADAV/arborzen.ai"", ""description"": ""A multimodal environmental interpreter that gives nature a voice. Upload tree photos, audio, or use your location to generate a tree's perspective on local ecological health."", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}, {""id"": 73313, ""title"": ""app link from googles AI Studio project."", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/1dPuTb6qhpDzPBswxt0ZJ2gW6DoX7FuXY"", ""description"": ""A multimodal environmental interpreter that gives nature a voice. Upload tree photos, audio, or use your location to generate a tree's perspective on local ecological health."", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 73315, ""title"": ""ArborZen AI – A Multimodal Tree Intelligence System | Google Gemini 3 Pro Hackathon Project"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/QRIa2HzJUvc?si=0oivjtWkElzhgrvI"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53443.md,writeups/53443.json,Environmental & Sustainability,high,"树木识别,多模态分析,环境智能,图像识别"
53446,652000,/competitions/gemini-3/writeups/new-writeup-1764963471677,HiveMind: Collaborative Cognitive Architecture,Turning AI from a Crutch into a Socratic Tutor.,"Prabesh Sagar Baral, ores28",PUBLISHED,2025-12-05T19:37:52.215711800Z,2025-12-12T20:09:57.013Z,2025-12-12T20:09:57.014304100Z,https://ai.studio/apps/drive/18JA7YDcHjsinmUjBRvDKRgJ2wyTiHJpI?fullscreenApplet=true,https://youtu.be/6BPtFLPHCe0,"[{""id"": 90537, ""title"": ""HiveMind: Collaborative AI Knowledge Base"", ""location"": ""ADDITIONAL_LINKS"", ""url"": ""https://ai.studio/apps/drive/18JA7YDcHjsinmUjBRvDKRgJ2wyTiHJpI?fullscreenApplet=true"", ""description"": """", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]","[{""id"": 90538, ""title"": ""HiveMind - Vibe Code with Gemini 3 Pro in AI Studio, Google DeepMind"", ""location"": ""CAROUSEL"", ""url"": ""https://youtu.be/6BPtFLPHCe0"", ""description"": """", ""mediaType"": ""VIDEO"", ""resource"": {""upvoteCount"": 0, ""usabilityRating"": 0}}]",writeups/53446.md,writeups/53446.json,Education & Learning,high,"协作学习,苏格拉底式教学,认知架构,AI导师"
